target_weekly,target_monthly,target_yearly
2.3004925,12.041062,0.7182261
7.0,16.448277,79.82609
37.9009,11.263158,96.17242
39.69388,4.6292334,15.644172
37.987343,6.5959516,34.8
9.679215,23.490705,71.042854
29.632,4.0,91.8421
41.5283,0.91238505,1.0632023
27.48276,18.391304,13.73913
41.066666,3.1280787,31.52174
6.3469386,18.421053,3.2442818
21.886793,0.5530121,1.1007752
2.635659,29.544199,0.0036144578
9.234042,7.408163,19.342342
12.129032,41.056602,20.425926
33.761906,25.233334,30.068966
1.3698285,21.447369,9.428572
20.142857,4.1976213,9.992565
1.5080386,27.357143,22.882978
6.7615895,15.561225,20.52381
68.73333,9.789474,34.210526
31.068966,42.68797,0.6706328
33.938774,10.665106,14.870968
12.48,23.416325,17.956522
2.14,11.382353,12.738241
7.2647057,4.463035,11.530612
14.9,29.277779,10.088235
15.561225,2.875969,17.833334
10.375,26.812925,22.171429
28.865671,24.675676,4.148178
0.5530121,47.739132,1.5603113
29.544199,1.7957245,15.78481
7.408163,86.35555,6.290323
41.056602,36.657894,5.5172415
25.233334,24.294117,30.631578
4.463035,38.753696,25.1203
4.1976213,45.47826,1.1416059
27.357143,69.8421,17.172413
21.447369,14.095238,0.29572445
9.789474,21.129032,0.98615015
42.68797,43.38,20.078947
20.26087,3.4545455,5.737569
10.665106,22.904255,17.304348
11.382353,75.2594,17.289474
24.675676,13.130435,11.837663
11.072727,6.3846154,14.698113
4.342524,72.206894,9.528
2.6538463,11.072727,20.066668
2.277439,20.26087,1.2727273
2.462946,4.342524,18.690908
18.502415,2.6538463,6.483871
8.785714,36.41379,1.8423645
1.7198443,2.462946,3.6774194
3.2846715,2.7205882,14.068
18.891304,26.6,47.91111
12.530612,14.083333,20.47826
11.270719,28.565218,35.483192
14.616,13.275862,37.58209
32.873417,0.53932583,16.821257
15.756303,3.5543673,26.571428
22.608696,3.5635629,23.793104
1.2347214,3.0,8.821428
6.547619,10.26087,4.808059
9.733334,7.022495,12.978724
50.728573,0.5337349,7.790533
29.724138,35.05263,2.8181818
16.617647,11.090909,6.452381
1.7339902,28.865671,3.0
7.7301526,2.14,4.0137653
1.6756322,2.4052098,30.238094
2.1569507,2.277439,13.95501
6.629032,33.938774,6.513869
2.7205882,14.9,3.0384614
26.6,12.48,23.552238
14.083333,41.066666,0.0
28.565218,6.3469386,15.724138
13.275862,21.886793,13.368421
0.53932583,2.635659,33.065216
3.5543673,9.234042,33.665413
36.41379,10.375,20.421053
3.0,33.761906,11.5172415
10.26087,7.2647057,1.3574822
7.022495,20.142857,1.692493
0.5337349,1.5080386,44.655174
35.05263,1.3698285,17.52174
11.090909,6.7615895,13.367647
2.4052098,68.73333,1.56
3.5635629,12.129032,15.527211
26.833334,31.068966,15.583333
20.51724,3.2963562,18.896955
57.48649,12.862069,64.10526
46.62,2.8863976,49.666668
12.932263,42.382355,0.06
8.8529415,19.5,44.31579
42.108696,13.75,55.65306
88.408165,7.29631,1.7275281
55.0597,64.62987,0.5121951
30.026316,83.9,20.222221
55.784386,8.85668,20.841354
3.8140244,33.11702,16.029411
14.571428,18.751757,26.708334
13.558282,3.9854014,0.7170418
70.809525,2.24,46.085712
92.0,1.5730337,52.24907
26.181818,35.40821,11.2299595
83.86667,9.354719,68.95556
52.285713,41.04622,60.78
52.736843,45.7027,21.689655
38.0,3.1189024,9.605817
10.996689,0.9525732,32.612904
12.862069,7.535714,0.49406177
24.72,38.0,58.954544
2.8863976,15.804961,1.7422721
42.382355,1.3657957,42.827587
19.5,32.48148,4.2941175
13.75,5.4830327,53.725563
7.29631,52.03448,10.058182
41.04622,22.691177,30.272728
83.9,35.238094,0.94014597
8.85668,7.8262773,41.3
64.62987,63.333332,22.327272
18.751757,45.471428,15.447514
2.24,42.555557,66.8421
1.5730337,47.68421,3.007782
35.40821,28.911392,56.058823
9.354719,3.8088236,18.699507
2.8713827,5.532258,57.88095
13.770833,57.0,32.44144
3.9854014,8.238095,1.0502975
44.827587,2.8713827,61.473682
53.088608,13.770833,31.965517
69.8421,15.583511,6.158645
14.095238,53.088608,1.7153883
2.875969,4.132353,12.9
21.129032,49.173912,0.2957317
43.38,4.8560057,0.7093596
3.4545455,1.5847628,1.2661718
75.2594,45.411766,16.907562
45.47826,44.827587,29.65306
13.130435,12.129032,32.177776
26.812925,27.27311,29.071428
72.206894,71.77778,18.172413
29.277779,74.45238,10.0
23.416325,28.163265,6.2336936
3.1280787,16.7,7.5
18.421053,2.613609,0.38906753
15.583511,10.996689,37.714287
6.3846154,1.8053001,22.386473
38.753696,24.72,6.6837974
22.904255,5.0852017,21.97826
36.657894,26.181818,23.0
4.132353,52.736843,1.5307529
24.294117,83.86667,35.673912
49.173912,3.8140244,8.066225
4.8560057,20.51724,18.6
1.5847628,57.48649,21.61111
5.0852017,46.62,26.58
12.129032,8.8529415,2.502242
1.8053001,42.108696,13.272727
27.27311,88.408165,9.84
45.411766,12.932263,25.102041
74.45238,30.026316,18.955883
28.163265,55.784386,15.459017
16.7,55.0597,28.48276
2.613609,14.571428,0.15237135
47.739132,13.558282,8.400662
1.7957245,70.809525,2.1029413
86.35555,92.0,29.47619
71.77778,52.285713,0.627809
45.32,36.129032,17.52174
69.0,54.012604,21.190475
64.62069,75.898735,13.210526
17.283373,1.7931035,6.2248063
49.763157,60.736713,16.550352
8.714286,2.4241245,17.19149
52.25373,80.830826,11.06
9.17734,19.154545,3.4545455
25.5,60.736843,2.070073
1.88,19.635761,8.729555
17.598639,0.90102756,13.0
18.422077,63.183674,3.5714285
41.826088,5.538674,40.266666
3.2403102,23.473684,19.758621
2.8076923,68.02381,5.299611
1.9113301,3.0194552,6.174385
48.673912,1.6798475,34.782608
15.9059305,7.464286,34.34694
36.733334,9.756,25.207546
1.7931035,78.5,25.233334
24.181818,1.42,22.594595
14.561338,62.333332,34.601505
60.736713,2.9230769,8.241722
2.4241245,29.052631,12.516364
80.830826,43.212765,5.352941
54.012604,98.343285,35.419353
19.154545,105.64445,15.625
7.464286,75.86207,43.326088
19.635761,1.5819936,0.94399595
0.90102756,12.0625,3.3047752
63.183674,2.7012196,45.64
5.538674,57.32,38.22222
23.473684,26.056292,5.6860986
68.02381,62.63158,45.105263
3.0194552,106.65306,17.040817
60.736843,13.233767,1.5578313
62.333332,9.441176,13.676471
10.441176,41.083332,29.857143
6.1871657,93.0,19.075665
15.73913,10.441176,29.055555
0.9525732,1.6334405,43.77778
0.39759037,6.1871657,9.193548
22.691177,1.1980337,10.769231
35.238094,0.39759037,37.704
7.8262773,1.3696249,48.376812
63.333332,35.68421,47.074467
45.471428,30.924528,65.1
8.238095,44.007275,17.387754
42.555557,2.909091,9.032258
52.03448,15.73913,0.0024096386
47.68421,12.84,29.101265
3.8088236,28.734694,19.697369
3.1189024,22.064516,5.0687594
5.532258,1.5238785,24.47826
1.1980337,24.181818,10.40738
57.0,48.82895,58.632355
45.7027,38.949276,0.17709385
33.11702,1.8438379,3.3528702
28.911392,41.891304,34.77551
5.4830327,14.561338,36.61194
3.2963562,17.627274,47.02174
1.3657957,1.9113301,27.956522
1.3696249,36.733334,11.3
35.68421,48.673912,11.2959
30.924528,45.32,27.086956
44.007275,64.62069,38.5
2.909091,17.283373,67.82758
32.48148,25.5,53.0
41.891304,8.714286,5.444648
28.734694,52.25373,1.8029556
12.84,49.763157,20.226416
1.5238785,9.17734,14.14966
1.6334405,15.9059305,19.392637
48.82895,1.88,46.2
38.949276,17.598639,1.6363636
1.8438379,18.422077,1.6976744
17.627274,41.826088,23.326874
7.535714,3.2403102,19.785715
15.804961,2.8076923,14.142858
22.064516,69.0,13.380953
2.2720478,7.6666665,14.801802
5.693548,32.485714,23.352942
2.3101215,0.29156625,9.258394
59.264706,1.6230558,47.090908
74.26087,3.2480621,10.856851
6.6059113,28.166666,28.36111
39.39706,2.7189837,28.962566
89.41441,79.82609,56.357143
93.7381,1.1888567,10.794118
0.33734939,12.862069,17.756275
6.1190476,36.636364,26.275862
100.666664,1.3610451,17.370968
5.7651114,11.286245,9.275281
5.39508,1.0632023,18.630253
85.1579,0.7182261,20.789474
4.627451,22.24,54.36842
2.7272727,5.329768,3.6993637
13.73913,31.287037,60.672863
1.3610451,0.9929775,20.604
71.042854,22.918367,45.9
82.391304,96.17242,41.86461
0.29156625,27.65306,25.204082
1.6230558,12.009814,33.304348
3.2480621,9.836735,16.758503
28.166666,4.029412,25.76087
2.7189837,19.771523,26.0
5.329768,33.894737,25.250803
1.1888567,19.214285,23.789227
12.862069,27.214546,25.51751
36.636364,31.51724,50.99248
11.286245,20.545454,13.7739315
1.0632023,23.5,13.164593
0.7182261,0.8956193,15.701492
79.82609,18.180328,54.9
96.17242,5.7272725,62.0
15.644172,11.6470585,56.48
34.8,31.380953,17.472744
91.8421,23.421053,10.842364
7.3226275,15.644172,13.480663
32.485714,7.7894735,27.192825
77.3,71.042854,31.545454
75.86207,9.357142,3.78
1.5819936,77.3,17.235294
12.0625,91.44827,22.481012
2.7012196,33.088436,12.833333
57.32,3.0697675,8.54586
26.056292,0.9039341,5.423077
62.63158,68.66038,3.582317
106.65306,4.0524864,28.868422
13.233767,19.473068,16.754646
9.441176,51.916363,20.102942
41.083332,84.521736,11.625851
1.42,22.117594,28.0
93.0,3.264706,1.4565217
9.756,0.9894046,3.755627
1.6798475,16.3,28.90909
36.129032,60.555557,19.4
75.898735,38.2449,11.987013
105.64445,7.3226275,2.2007127
98.343285,82.391304,35.816326
9.357142,34.8,19.428572
29.052631,85.1579,31.666666
43.212765,89.41441,19.787037
91.44827,91.8421,20.714285
33.088436,13.73913,12.963576
3.0697675,4.627451,12.204082
0.9039341,2.2720478,8.149171
4.0524864,2.3101215,28.586206
19.473068,59.264706,26.571428
51.916363,74.26087,23.448277
68.66038,5.693548,18.276316
22.117594,39.39706,40.85294
3.264706,2.7272727,10.280878
0.9894046,93.7381,7.724138
2.9230769,5.39508,29.714285
16.3,0.33734939,3.06945
60.555557,6.1190476,40.551723
38.2449,100.666664,29.850746
78.5,5.7651114,5.1698217
84.521736,6.6059113,27.543478
14.068,3.0384614,82.27586
3.6774194,18.690908,87.04245
4.0137653,12.738241,87.09524
6.483871,20.066668,87.11803
3.0,4.148178,129.8091
47.91111,23.552238,292.52042
1.8423645,20.421053,66.08795
20.47826,0.0,88.99739
7.790533,44.655174,52.10204
37.58209,13.368421,45.69388
16.821257,33.065216,105.118225
26.571428,33.665413,98.76796
23.793104,15.527211,144.7
8.821428,11.5172415,66.947365
4.808059,1.3574822,55.47826
12.978724,1.692493,157.94118
6.513869,14.870968,110.68401
35.483192,15.724138,96.82609
13.95501,1.2727273,55.545456
15.527211,20.425926,68.9686
1.56,34.210526,62.23077
2.8181818,17.52174,87.420235
20.066668,14.698113,66.24051
20.421053,22.171429,46.809788
18.690908,9.528,165.42857
3.0384614,10.088235,32.752808
23.552238,17.956522,74.35714
0.0,31.52174,49.666668
15.724138,3.2442818,39.26126
13.368421,1.1007752,94.62069
33.065216,0.0036144578,57.869564
33.665413,19.342342,149.772
11.5172415,30.068966,70.64151
1.3574822,11.530612,104.542854
1.692493,9.992565,72.14251
44.655174,22.882978,40.531914
17.52174,9.428572,43.927273
13.367647,20.52381,65.23913
15.583333,0.6706328,204.31783
4.148178,11.837663,63.713013
6.452381,13.367647,57.38095
2.5875487,15.583333,57.35484
19.214285,30.238094,29.275862
27.214546,2.5875487,23.642857
31.51724,14.434783,44.677418
0.9929775,1.3247589,24.790909
20.545454,22.27848,41.44737
23.5,14.475837,12.736842
18.180328,2.7042682,4.86747
33.894737,6.452381,24.0
5.7272725,24.0,13.956522
31.380953,15.710526,35.90566
22.918367,1.7194886,16.666666
23.421053,43.869564,10.04
31.287037,0.75630677,25.964964
22.24,36.018867,15.363636
7.6666665,29.477478,15.421053
30.238094,1.56,87.64572
11.6470585,23.3,21.178572
19.771523,2.8181818,9.957447
0.8956193,7.0607734,6.2616653
9.836735,12.978724,10.050678
4.029412,7.790533,11.761905
1.3247589,6.513869,29.621677
22.27848,4.0137653,63.0
14.475837,3.0,18.103449
7.0607734,6.483871,9.477833
2.7042682,1.8423645,12.277439
24.0,3.6774194,17.833334
23.3,14.068,37.433334
15.710526,47.91111,49.666668
14.434783,13.95501,126.5363
43.869564,35.483192,18.630434
0.75630677,37.58209,13.069767
36.018867,16.821257,52.794117
29.477478,26.571428,11.307693
7.7894735,23.793104,17.720589
27.65306,8.821428,15.225454
12.009814,4.808059,8.200808
1.7194886,20.47826,29.285025
2.1029413,46.085712,66.10345
29.47619,52.24907,43.28358
23.0,11.2299595,107.965515
35.673912,68.95556,17.62585
6.6837974,58.954544,55.891304
29.65306,61.473682,41.4
6.158645,37.714287,64.48276
1.7153883,31.965517,72.87594
21.97826,26.58,56.142857
0.2957317,8.066225,51.454544
0.7093596,18.6,12.93142
1.2661718,21.61111,29.75
16.907562,25.102041,15.669261
32.177776,2.502242,3.0418875
29.071428,9.84,82.52225
18.172413,0.627809,51.7
12.9,1.5307529,15.312155
8.400662,0.7170418,9.847774
10.0,18.955883,81.55556
28.48276,0.5121951,79.37778
68.95556,18.699507,41.99225
58.954544,9.605817,17.467154
61.473682,57.88095,34.422077
37.714287,32.612904,67.36232
31.965517,32.44144,63.105263
1.5307529,21.689655,44.204082
8.066225,16.029411,47.30612
18.6,18.896955,14.584
21.61111,64.10526,77.03333
26.58,49.666668,72.67742
25.102041,0.06,26.21409
2.502242,44.31579,56.238094
13.272727,55.65306,67.95652
9.84,1.7275281,23.621622
0.627809,60.78,69.770836
18.955883,20.222221,82.75
15.459017,20.841354,86.71429
0.15237135,26.708334,30.50739
6.2336936,15.459017,11.727273
22.386473,13.272727,12.674699
0.38906753,0.15237135,15.189836
17.956522,6.2336936,98.63333
31.52174,7.5,62.896553
3.2442818,0.38906753,69.256935
1.1007752,1.5603113,107.36323
0.0036144578,15.78481,94.55556
19.342342,6.290323,81.02631
20.425926,5.5172415,105.833336
30.068966,30.631578,80.809525
11.530612,25.1203,84.72848
9.992565,1.1416059,93.58271
22.882978,17.172413,80.98
9.428572,0.29572445,93.619255
20.52381,17.833334,67.46081
34.210526,0.98615015,274.58823
0.6706328,20.078947,59.238808
1.2727273,5.737569,87.117645
14.870968,17.304348,82.85222
10.088235,10.0,58.223682
9.528,18.172413,81.31579
12.738241,17.289474,76.95588
14.698113,22.386473,200.14583
1.5603113,8.400662,85.07895
15.78481,2.1029413,70.14706
6.290323,29.47619,24.588425
7.5,28.48276,104.391304
5.5172415,23.0,184.16234
22.171429,29.071428,128.20967
25.1203,6.6837974,83.52778
1.1416059,29.65306,37.283367
30.631578,35.673912,168.44827
0.29572445,1.7153883,254.52174
17.833334,12.9,8.654295
0.98615015,0.2957317,111.1029
20.078947,0.7093596,67.789474
5.737569,1.2661718,164.84
17.304348,21.97826,52.18182
17.289474,16.907562,84.63265
11.837663,32.177776,53.941177
17.172413,6.158645,151.34146
53.0,2.070073,48.8
36.61194,34.601505,83.947365
0.0024096386,29.055555,23.40884
10.769231,10.40738,42.63158
37.704,9.193548,38.29448
48.376812,11.3,49.323185
47.074467,11.2959,40.65025
43.77778,19.392637,80.64706
17.387754,38.5,50.260868
9.032258,67.82758,59.901817
29.101265,20.226416,43.97959
34.77551,5.444648,27.918264
19.697369,1.8029556,32.754704
5.0687594,13.380953,38.558823
24.47826,14.14966,60.652172
27.956522,6.174385,18.673126
65.1,27.086956,67.7
14.142858,5.299611,44.861313
5.444648,17.19149,17.723707
23.326874,40.266666,20.080055
58.632355,46.2,50.739132
29.055555,29.857143,76.190475
10.40738,22.594595,84.37778
9.193548,19.075665,43.357143
11.3,25.207546,40.58621
11.2959,34.782608,46.448277
27.086956,17.52174,49.18182
38.5,13.210526,90.06329
67.82758,6.2248063,36.009148
20.226416,16.550352,88.66
1.8029556,11.06,13.454545
13.380953,21.190475,43.714287
14.14966,3.4545455,54.285713
19.392637,34.34694,64.2351
46.2,8.729555,36.977825
1.6363636,13.0,58.588234
1.6976744,3.5714285,69.74074
19.785715,19.758621,9.714286
0.17709385,1.6363636,51.763638
34.601505,13.676471,54.419353
47.02174,23.326874,88.27778
16.029411,3.3528702,26.634588
18.896955,47.02174,66.97143
64.10526,0.49406177,41.509434
49.666668,1.7422721,102.663635
0.06,42.827587,18.960659
44.31579,4.2941175,76.65741
55.65306,53.725563,13.684015
1.7275281,10.058182,59.85294
60.78,30.272728,26.714285
20.222221,0.94014597,37.68067
20.841354,41.3,68.947365
0.5121951,22.327272,85.82758
26.708334,15.447514,30.826393
0.7170418,1.0502975,71.47059
46.085712,66.8421,39.20861
52.24907,3.007782,8.182266
11.2299595,56.058823,83.38095
21.689655,0.17709385,13.779494
32.44144,58.632355,49.846153
3.3528702,1.6976744,75.402985
57.88095,24.47826,98.210526
32.612904,43.77778,18.106352
0.49406177,19.785715,114.31579
1.7422721,14.142858,129.06667
42.827587,27.956522,89.210526
4.2941175,53.0,135.02942
10.058182,0.0024096386,50.46
30.272728,10.769231,9.8239155
0.94014597,37.704,75.16
53.725563,36.61194,24.309092
22.327272,47.074467,58.97826
15.447514,65.1,22.843231
1.0502975,17.387754,48.31915
9.605817,5.0687594,32.717392
66.8421,9.032258,13.916221
3.007782,29.101265,30.443037
56.058823,34.77551,27.262196
18.699507,19.697369,59.0
41.3,48.376812,26.912066
22.481012,20.714285,57.040817
17.235294,31.545454,56.789474
19.787037,56.357143,45.880596
2.2007127,13.480663,16.29635
35.816326,41.86461,42.30851
12.833333,12.963576,47.32353
3.78,19.428572,57.198067
8.54586,12.204082,44.45652
3.755627,7.724138,61.173912
3.582317,18.276316,15.79518
28.868422,28.586206,55.77778
16.754646,26.571428,15.0360365
20.102942,23.448277,68.32353
11.625851,27.543478,14.088608
28.0,40.85294,70.434784
1.4565217,10.280878,95.29032
31.666666,20.789474,46.266666
5.423077,8.149171,110.91051
29.714285,18.630253,92.03061
23.448277,10.856851,114.91629
29.850746,17.370968,67.5
28.90909,3.06945,21.217392
13.480663,56.48,67.34192
19.428572,17.472744,63.996952
31.545454,45.9,38.62857
20.714285,10.842364,30.399817
12.963576,60.672863,94.333336
12.204082,54.36842,106.27586
8.149171,14.801802,25.324503
18.276316,23.352942,62.736843
28.586206,9.258394,47.934414
26.571428,47.090908,62.541668
27.543478,28.36111,15.020409
40.85294,28.962566,35.80939
10.280878,3.6993637,28.943396
7.724138,10.794118,54.481922
3.06945,17.756275,23.633333
40.551723,26.275862,4.691941
5.1698217,9.275281,75.36
41.86461,62.0,9.090909
19.4,40.551723,51.636364
25.233334,5.1698217,83.96429
13.210526,11.987013,21.20324
6.2248063,25.233334,81.31633
16.550352,8.241722,28.69991
17.19149,12.516364,30.071428
11.06,5.352941,49.438423
21.190475,35.419353,79.10345
34.34694,43.326088,31.729225
17.52174,19.4,72.71429
8.729555,0.94399595,36.741936
3.5714285,45.64,39.645832
40.266666,38.22222,50.382355
19.758621,5.6860986,21.531282
5.299611,45.105263,28.862482
6.174385,17.040817,51.842106
2.070073,1.5578313,31.022509
11.987013,29.850746,34.3
13.0,3.3047752,32.76247
34.782608,28.90909,90.2
3.4545455,15.625,40.36842
19.075665,1.4565217,55.909092
25.207546,3.755627,24.00482
12.516364,31.666666,21.663061
5.352941,19.787037,106.847824
35.419353,35.816326,71.61565
15.625,2.2007127,30.095745
43.326088,3.78,72.78261
0.94399595,17.235294,99.679245
3.3047752,22.481012,26.538462
45.64,12.833333,14.8
8.241722,29.714285,36.634453
5.6860986,5.423077,24.132
45.105263,3.582317,13.9070635
17.040817,28.868422,56.517242
1.5578313,16.754646,76.081635
13.676471,20.102942,67.00775
29.857143,11.625851,82.73874
22.594595,28.0,27.976654
38.22222,8.54586,56.811596
8.200808,55.47826,27.961824
10.050678,157.94118,108.447365
11.761905,52.10204,42.871384
9.957447,87.420235,77.45378
24.0,57.38095,124.022224
29.275862,87.64572,60.064934
23.642857,57.35484,123.10714
44.677418,126.5363,119.0
4.86747,12.277439,71.545456
41.44737,63.0,108.2623
12.736842,18.103449,85.89655
6.2616653,9.477833,24.934679
13.956522,17.833334,127.5
21.178572,37.433334,143.89655
35.90566,49.666668,109.68
16.666666,29.285025,98.565216
24.790909,29.621677,101.166664
15.225454,66.947365,97.1875
10.04,18.630434,61.9702
11.307693,98.76796,90.43038
87.420235,43.927273,97.17391
57.38095,65.23913,122.338234
87.64572,62.23077,84.03333
57.35484,204.31783,114.521736
126.5363,55.545456,56.405205
29.621677,110.68401,77.91502
63.0,87.09524,143.1
18.103449,129.8091,57.47918
9.477833,87.11803,68.823204
12.277439,66.08795,46.329926
17.833334,87.04245,104.46
37.433334,82.27586,133.04347
49.666668,292.52042,142.57698
29.285025,88.99739,114.14286
18.630434,96.82609,132.92857
13.069767,45.69388,127.46646
52.794117,105.118225,113.041
17.720589,144.7,129.36765
25.964964,13.069767,94.46296
52.10204,40.531914,111.77612
15.421053,11.307693,125.79916
54.36842,15.363636,66.70968
14.801802,15.421053,7.9868817
23.352942,27.192825,35.37931
9.258394,25.204082,25.51499
47.090908,33.304348,50.324074
10.856851,16.758503,67.13043
28.36111,25.76087,14.507389
28.962566,26.0,53.390335
3.6993637,25.250803,36.725563
10.794118,23.789227,56.388
17.756275,25.51751,54.957447
26.275862,50.99248,57.42857
17.370968,20.604,49.8
9.275281,13.7739315,81.23077
18.630253,13.164593,20.265306
20.789474,15.701492,85.19786
56.357143,54.9,62.68217
60.672863,25.964964,85.67647
10.842364,10.04,7.587886
15.363636,52.794117,143.36842
17.472744,35.90566,12.372991
27.192825,17.720589,120.47369
25.204082,15.225454,101.32353
33.304348,8.200808,75.18446
16.758503,10.050678,48.842106
26.0,9.957447,10.857142
25.250803,24.0,62.344826
23.789227,29.275862,54.62069
25.51751,23.642857,47.206898
25.76087,11.761905,32.407894
20.604,24.790909,69.338234
50.99248,44.677418,73.69241
56.48,21.178572,59.20909
62.0,13.956522,22.342981
54.9,4.86747,42.85685
45.9,16.666666,37.57143
13.164593,12.736842,31.333334
13.7739315,41.44737,48.22078
15.701492,6.2616653,14.778182
94.55556,70.14706,65.319145
81.31579,51.7,36.179104
58.223682,81.55556,22.042856
98.63333,11.727273,45.432
62.896553,104.391304,23.65306
69.256935,15.189836,99.42308
107.36323,85.07895,17.818182
128.20967,82.52225,74.71429
274.58823,111.1029,48.42105
80.809525,168.44827,15.428572
84.72848,83.52778,22.032259
93.58271,37.283367,87.98522
80.98,151.34146,23.76087
93.619255,254.52174,59.310345
67.46081,8.654295,23.738739
200.14583,12.674699,57.434784
105.833336,184.16234,17.584906
53.941177,3.0418875,19.314917
37.283367,41.4,37.377777
52.18182,56.142857,29.0
81.55556,82.75,24.274834
11.727273,86.71429,51.824074
104.391304,79.37778,56.57143
15.189836,30.50739,30.18
85.07895,9.847774,77.95122
70.14706,66.10345,45.291668
24.588425,43.28358,24.566668
184.16234,107.965515,10.648993
168.44827,17.62585,31.342106
83.52778,55.891304,19.241158
59.238808,67.789474,33.086956
151.34146,64.48276,48.467533
254.52174,72.87594,22.166666
8.654295,15.312155,57.03448
111.1029,51.454544,55.63158
67.789474,12.93142,58.857143
164.84,29.75,56.66
84.63265,15.669261,37.328747
87.117645,164.84,44.53783
81.02631,24.588425,68.68217
76.95588,84.63265,10.9274
110.68401,82.85222,136.75862
87.09524,76.95588,40.438423
129.8091,63.713013,108.652176
87.11803,66.24051,74.95385
66.08795,46.809788,52.3
87.04245,165.42857,56.392727
82.27586,32.752808,121.09775
292.52042,74.35714,99.77273
88.99739,49.666668,66.56781
96.82609,39.26126,142.66667
45.69388,94.62069,32.101414
105.118225,57.869564,99.67647
98.76796,149.772,54.424747
144.7,68.9686,106.730064
66.947365,70.64151,79.95918
55.47826,104.542854,74.98684
157.94118,72.14251,132.71428
55.545456,87.117645,81.548386
204.31783,59.238808,65.09524
82.85222,52.18182,21.763546
65.23913,67.46081,91.50944
62.23077,274.58823,70.86487
63.713013,53.941177,69.51613
66.24051,200.14583,5.9809976
46.809788,128.20967,83.68012
165.42857,81.31579,118.83673
74.35714,98.63333,44.238556
49.666668,62.896553,79.5
39.26126,69.256935,181.75876
32.752808,58.223682,116.4
57.869564,94.55556,111.80769
149.772,81.02631,39.636364
68.9686,105.833336,152.63158
43.927273,93.619255,108.14251
70.64151,80.809525,126.30851
104.542854,84.72848,67.20677
72.14251,93.58271,130.82945
40.531914,80.98,121.655174
94.62069,107.36323,69.83673
41.509434,114.31579,18.52174
66.97143,88.27778,4.779881
18.106352,80.64706,42.03448
13.779494,51.763638,29.234234
49.846153,50.739132,8.840149
102.663635,129.06667,41.3
26.634588,75.402985,40.67647
18.960659,89.210526,14.292434
